"","Param","Date","Year","Units","Month","Result"
"2289","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.38
"2290","pH",2009-07-21,2009,"pH","Jul",6.94
"2291","Temperature, water",2009-07-21,2009,"deg C","Jul",15.56
"2292","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.05
"2293","pH",2009-07-21,2009,"pH","Jul",7.46
"2294","Temperature, water",2009-07-21,2009,"deg C","Jul",15.61
"2295","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.7
"2296","pH",2009-07-21,2009,"pH","Jul",7.6
"2297","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.38
"2298","Temperature, water",2009-07-21,2009,"deg C","Jul",14.98
"2299","pH",2009-07-21,2009,"pH","Jul",7.48
"2300","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.1
"2301","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.45
"2302","Temperature, water",2009-07-21,2009,"deg C","Jul",9.88
"2303","pH",2009-07-21,2009,"pH","Jul",7.27
"2304","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.69
"2305","pH",2009-07-21,2009,"pH","Jul",6.8
"2306","Temperature, water",2009-07-21,2009,"deg C","Jul",15.6
"2307","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.38
"2308","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.13
"2309","Temperature, water",2009-07-21,2009,"deg C","Jul",15.04
"2310","pH",2009-07-21,2009,"pH","Jul",7.06
"2311","pH",2009-07-21,2009,"pH","Jul",6.95
"2312","Temperature, water",2009-07-21,2009,"deg C","Jul",16.9
"2313","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.46
"2314","Temperature, water",2009-07-21,2009,"deg C","Jul",15.69
"2315","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.12
"2316","pH",2009-07-21,2009,"pH","Jul",7.49
"2317","Temperature, water",2009-07-21,2009,"deg C","Jul",15.75
"2318","pH",2009-07-21,2009,"pH","Jul",7.64
"2319","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.4
"2320","Temperature, water",2009-07-21,2009,"deg C","Jul",9.77
"2321","pH",2009-07-21,2009,"pH","Jul",7.12
"2322","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.68
"2323","pH",2009-07-21,2009,"pH","Jul",7.28
"2324","Temperature, water",2009-07-21,2009,"deg C","Jul",9.91
"2325","pH",2009-07-21,2009,"pH","Jul",6.81
"2326","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.38
"2327","Temperature, water",2009-07-21,2009,"deg C","Jul",15.74
"2328","Temperature, water",2009-07-21,2009,"deg C","Jul",15.19
"2329","pH",2009-07-21,2009,"pH","Jul",7.07
"2330","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.15
"2331","pH",2009-07-21,2009,"pH","Jul",6.97
"2332","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.52
"2333","Temperature, water",2009-07-21,2009,"deg C","Jul",17.08
"2334","Temperature, water",2009-07-21,2009,"deg C","Jul",15.85
"2335","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.2
"2336","Temperature, water",2009-07-21,2009,"deg C","Jul",15.91
"2337","pH",2009-07-21,2009,"pH","Jul",7.53
"2338","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.71
"2339","pH",2009-07-21,2009,"pH","Jul",7.67
"2340","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.48
"2341","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.56
"2342","Temperature, water",2009-07-21,2009,"deg C","Jul",17.04
"2343","pH",2009-07-21,2009,"pH","Jul",6.94
"2344","Temperature, water",2009-07-21,2009,"deg C","Jul",9.95
"2345","pH",2009-07-21,2009,"pH","Jul",7.29
"2346","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.33
"2347","pH",2009-07-21,2009,"pH","Jul",6.81
"2348","Temperature, water",2009-07-21,2009,"deg C","Jul",15.89
"2349","pH",2009-07-21,2009,"pH","Jul",7.08
"2350","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.15
"2351","Temperature, water",2009-07-21,2009,"deg C","Jul",15.36
"2352","Temperature, water",2009-07-21,2009,"deg C","Jul",17.27
"2353","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.59
"2354","pH",2009-07-21,2009,"pH","Jul",7
"2355","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.23
"2356","Temperature, water",2009-07-21,2009,"deg C","Jul",16.03
"2357","pH",2009-07-21,2009,"pH","Jul",7.57
"2358","Temperature, water",2009-07-21,2009,"deg C","Jul",16.1
"2359","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.65
"2360","pH",2009-07-21,2009,"pH","Jul",7.72
"2361","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.52
"2362","Temperature, water",2009-07-21,2009,"deg C","Jul",10.02
"2363","pH",2009-07-21,2009,"pH","Jul",7.28
"2364","pH",2009-07-21,2009,"pH","Jul",6.82
"2365","Temperature, water",2009-07-21,2009,"deg C","Jul",16.05
"2366","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.43
"2367","pH",2009-07-21,2009,"pH","Jul",7.1
"2368","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.16
"2369","Temperature, water",2009-07-21,2009,"deg C","Jul",15.54
"2370","Temperature, water",2009-07-21,2009,"deg C","Jul",17.46
"2371","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.65
"2372","pH",2009-07-21,2009,"pH","Jul",7
"2373","Temperature, water",2009-07-21,2009,"deg C","Jul",16.23
"2374","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.27
"2375","pH",2009-07-21,2009,"pH","Jul",7.59
"2376","Temperature, water",2009-07-21,2009,"deg C","Jul",16.31
"2377","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.68
"2378","pH",2009-07-21,2009,"pH","Jul",7.75
"2379","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.55
"2380","pH",2009-07-21,2009,"pH","Jul",7.14
"2381","Temperature, water",2009-07-21,2009,"deg C","Jul",16.83
"2382","pH",2009-07-21,2009,"pH","Jul",7.3
"2383","Temperature, water",2009-07-21,2009,"deg C","Jul",10.11
"2384","Temperature, water",2009-07-21,2009,"deg C","Jul",16.24
"2385","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.35
"2386","pH",2009-07-21,2009,"pH","Jul",6.83
"2387","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.13
"2388","Temperature, water",2009-07-21,2009,"deg C","Jul",15.77
"2389","pH",2009-07-21,2009,"pH","Jul",7.12
"2390","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.7
"2391","Temperature, water",2009-07-21,2009,"deg C","Jul",17.66
"2392","pH",2009-07-21,2009,"pH","Jul",7.02
"2393","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.28
"2394","Temperature, water",2009-07-21,2009,"deg C","Jul",16.47
"2395","pH",2009-07-21,2009,"pH","Jul",7.64
"2396","Temperature, water",2009-07-21,2009,"deg C","Jul",16.54
"2397","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.68
"2398","pH",2009-07-21,2009,"pH","Jul",7.78
"2399","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.51
"2400","pH",2009-07-21,2009,"pH","Jul",7.31
"2401","Temperature, water",2009-07-21,2009,"deg C","Jul",10.22
"2402","Temperature, water",2009-07-21,2009,"deg C","Jul",16.44
"2403","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.3
"2404","pH",2009-07-21,2009,"pH","Jul",6.84
"2405","pH",2009-07-21,2009,"pH","Jul",7.13
"2406","Temperature, water",2009-07-21,2009,"deg C","Jul",15.96
"2407","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.12
"2408","pH",2009-07-21,2009,"pH","Jul",7.04
"2409","Temperature, water",2009-07-21,2009,"deg C","Jul",17.88
"2410","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.73
"2411","Temperature, water",2009-07-21,2009,"deg C","Jul",16.72
"2412","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.31
"2413","Temperature, water",2009-07-21,2009,"deg C","Jul",16.8
"2414","pH",2009-07-21,2009,"pH","Jul",7.67
"2415","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.7
"2416","pH",2009-07-21,2009,"pH","Jul",7.83
"2417","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.57
"2418","Temperature, water",2009-07-21,2009,"deg C","Jul",15.15
"2419","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.91
"2420","pH",2009-07-21,2009,"pH","Jul",7.41
"2421","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.4
"2422","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.81
"2423","Temperature, water",2009-07-21,2009,"deg C","Jul",17.42
"2424","pH",2009-07-21,2009,"pH","Jul",7.81
"2425","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.86
"2426","Temperature, water",2009-07-21,2009,"deg C","Jul",17.33
"2427","pH",2009-07-21,2009,"pH","Jul",7.81
"2428","pH",2009-07-21,2009,"pH","Jul",7.31
"2429","Temperature, water",2009-07-21,2009,"deg C","Jul",10.33
"2430","pH",2009-07-21,2009,"pH","Jul",6.85
"2431","Temperature, water",2009-07-21,2009,"deg C","Jul",16.65
"2432","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.31
"2433","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.1
"2434","pH",2009-07-21,2009,"pH","Jul",7.15
"2435","Temperature, water",2009-07-21,2009,"deg C","Jul",16.21
"2436","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.76
"2437","Temperature, water",2009-07-21,2009,"deg C","Jul",18.1
"2438","pH",2009-07-21,2009,"pH","Jul",7.04
"2439","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.32
"2440","Temperature, water",2009-07-21,2009,"deg C","Jul",16.98
"2441","pH",2009-07-21,2009,"pH","Jul",7.71
"2442","Temperature, water",2009-07-21,2009,"deg C","Jul",17.07
"2443","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.72
"2444","pH",2009-07-21,2009,"pH","Jul",7.85
"2445","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.58
"2446","pH",2009-07-21,2009,"pH","Jul",7.32
"2447","Temperature, water",2009-07-21,2009,"deg C","Jul",10.47
"2448","Temperature, water",2009-07-21,2009,"deg C","Jul",16.89
"2449","pH",2009-07-21,2009,"pH","Jul",6.85
"2450","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.28
"2451","pH",2009-07-21,2009,"pH","Jul",7.16
"2452","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.07
"2453","Temperature, water",2009-07-21,2009,"deg C","Jul",16.47
"2454","pH",2009-07-21,2009,"pH","Jul",7.06
"2455","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.81
"2456","Temperature, water",2009-07-21,2009,"deg C","Jul",18.34
"2457","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.33
"2458","Temperature, water",2009-07-21,2009,"deg C","Jul",17.26
"2459","pH",2009-07-21,2009,"pH","Jul",7.74
"2460","Temperature, water",2009-07-21,2009,"deg C","Jul",17.34
"2461","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.68
"2462","pH",2009-07-21,2009,"pH","Jul",7.91
"2463","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.55
"2464","Temperature, water",2009-07-21,2009,"deg C","Jul",18.15
"2465","pH",2009-07-21,2009,"pH","Jul",7.46
"2466","Temperature, water",2009-07-21,2009,"deg C","Jul",10.65
"2467","pH",2009-07-21,2009,"pH","Jul",7.33
"2468","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.29
"2469","pH",2009-07-21,2009,"pH","Jul",6.87
"2470","Temperature, water",2009-07-21,2009,"deg C","Jul",17.14
"2471","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.04
"2472","Temperature, water",2009-07-21,2009,"deg C","Jul",16.73
"2473","pH",2009-07-21,2009,"pH","Jul",7.18
"2474","Temperature, water",2009-07-21,2009,"deg C","Jul",18.6
"2475","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.85
"2476","pH",2009-07-21,2009,"pH","Jul",7.08
"2477","Temperature, water",2009-07-21,2009,"deg C","Jul",17.55
"2478","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.34
"2479","pH",2009-07-21,2009,"pH","Jul",7.77
"2480","Temperature, water",2009-07-21,2009,"deg C","Jul",17.65
"2481","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.68
"2482","pH",2009-07-21,2009,"pH","Jul",7.94
"2483","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.49
"2484","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.5
"2485","pH",2009-07-21,2009,"pH","Jul",7.39
"2486","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.76
"2487","Temperature, water",2009-07-21,2009,"deg C","Jul",15.51
"2488","Temperature, water",2009-07-21,2009,"deg C","Jul",10.86
"2489","pH",2009-07-21,2009,"pH","Jul",7.34
"2490","pH",2009-07-21,2009,"pH","Jul",6.86
"2491","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.21
"2492","Temperature, water",2009-07-21,2009,"deg C","Jul",17.41
"2493","pH",2009-07-21,2009,"pH","Jul",7.19
"2494","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.02
"2495","Temperature, water",2009-07-21,2009,"deg C","Jul",17.04
"2496","pH",2009-07-21,2009,"pH","Jul",7.09
"2497","Temperature, water",2009-07-21,2009,"deg C","Jul",18.84
"2498","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.88
"2499","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.35
"2500","Temperature, water",2009-07-21,2009,"deg C","Jul",17.85
"2501","Temperature, water",2009-07-21,2009,"deg C","Jul",17.96
"2502","pH",2009-07-21,2009,"pH","Jul",7.8
"2503","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.6
"2504","pH",2009-07-21,2009,"pH","Jul",8.02
"2505","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.49
"2506","pH",2009-07-21,2009,"pH","Jul",7.36
"2507","Temperature, water",2009-07-21,2009,"deg C","Jul",11.06
"2508","Temperature, water",2009-07-21,2009,"deg C","Jul",17.67
"2509","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.19
"2510","pH",2009-07-21,2009,"pH","Jul",6.87
"2511","Temperature, water",2009-07-21,2009,"deg C","Jul",17.33
"2512","pH",2009-07-21,2009,"pH","Jul",7.21
"2513","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.97
"2514","Temperature, water",2009-07-21,2009,"deg C","Jul",19.13
"2515","pH",2009-07-21,2009,"pH","Jul",7.1
"2516","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.89
"2517","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.36
"2518","Temperature, water",2009-07-21,2009,"deg C","Jul",18.16
"2519","pH",2009-07-21,2009,"pH","Jul",7.83
"2520","Temperature, water",2009-07-21,2009,"deg C","Jul",18.28
"2521","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.58
"2522","pH",2009-07-21,2009,"pH","Jul",8.09
"2523","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.46
"2524","pH",2009-07-21,2009,"pH","Jul",7.38
"2525","Temperature, water",2009-07-21,2009,"deg C","Jul",14.91
"2526","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.21
"2527","Temperature, water",2009-07-21,2009,"deg C","Jul",17.94
"2528","pH",2009-07-21,2009,"pH","Jul",6.88
"2529","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.21
"2530","Temperature, water",2009-07-21,2009,"deg C","Jul",11.27
"2531","pH",2009-07-21,2009,"pH","Jul",7.37
"2532","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.94
"2533","pH",2009-07-21,2009,"pH","Jul",7.22
"2534","Temperature, water",2009-07-21,2009,"deg C","Jul",17.63
"2535","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.91
"2536","Temperature, water",2009-07-21,2009,"deg C","Jul",19.37
"2537","pH",2009-07-21,2009,"pH","Jul",7.11
"2538","Temperature, water",2009-07-21,2009,"deg C","Jul",18.49
"2539","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.34
"2540","pH",2009-07-21,2009,"pH","Jul",7.86
"2541","Temperature, water",2009-07-21,2009,"deg C","Jul",18.59
"2542","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.56
"2543","pH",2009-07-21,2009,"pH","Jul",8.1
"2544","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.41
"2545","pH",2009-07-21,2009,"pH","Jul",6.88
"2546","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.17
"2547","Temperature, water",2009-07-21,2009,"deg C","Jul",18.09
"2548","Temperature, water",2009-07-21,2009,"deg C","Jul",11.46
"2549","pH",2009-07-21,2009,"pH","Jul",7.38
"2550","pH",2009-07-21,2009,"pH","Jul",6.89
"2551","Temperature, water",2009-07-21,2009,"deg C","Jul",18.21
"2552","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.15
"2553","pH",2009-07-21,2009,"pH","Jul",7.23
"2554","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.89
"2555","Temperature, water",2009-07-21,2009,"deg C","Jul",17.93
"2556","pH",2009-07-21,2009,"pH","Jul",7.12
"2557","Temperature, water",2009-07-21,2009,"deg C","Jul",19.67
"2558","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.91
"2559","Temperature, water",2009-07-21,2009,"deg C","Jul",18.81
"2560","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.25
"2561","Temperature, water",2009-07-21,2009,"deg C","Jul",18.91
"2562","pH",2009-07-21,2009,"pH","Jul",7.88
"2563","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.53
"2564","pH",2009-07-21,2009,"pH","Jul",8.08
"2565","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.41
"2566","pH",2009-07-21,2009,"pH","Jul",7.38
"2567","Temperature, water",2009-07-21,2009,"deg C","Jul",11.67
"2568","pH",2009-07-21,2009,"pH","Jul",6.89
"2569","Temperature, water",2009-07-21,2009,"deg C","Jul",18.47
"2570","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.12
"2571","Temperature, water",2009-07-21,2009,"deg C","Jul",18.24
"2572","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.85
"2573","pH",2009-07-21,2009,"pH","Jul",7.24
"2574","pH",2009-07-21,2009,"pH","Jul",7.13
"2575","Temperature, water",2009-07-21,2009,"deg C","Jul",19.93
"2576","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.92
"2577","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.23
"2578","Temperature, water",2009-07-21,2009,"deg C","Jul",19.13
"2579","Temperature, water",2009-07-21,2009,"deg C","Jul",19.22
"2580","pH",2009-07-21,2009,"pH","Jul",7.89
"2581","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.5
"2582","pH",2009-07-21,2009,"pH","Jul",8.11
"2583","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.39
"2584","Temperature, water",2009-07-21,2009,"deg C","Jul",11.9
"2585","pH",2009-07-21,2009,"pH","Jul",7.39
"2586","pH",2009-07-21,2009,"pH","Jul",6.9
"2587","Temperature, water",2009-07-21,2009,"deg C","Jul",18.71
"2588","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.18
"2589","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.79
"2590","pH",2009-07-21,2009,"pH","Jul",7.25
"2591","Temperature, water",2009-07-21,2009,"deg C","Jul",18.54
"2592","pH",2009-07-21,2009,"pH","Jul",7.15
"2593","Temperature, water",2009-07-21,2009,"deg C","Jul",20.21
"2594","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.93
"2595","Temperature, water",2009-07-21,2009,"deg C","Jul",19.44
"2596","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.21
"2597","pH",2009-07-21,2009,"pH","Jul",7.91
"2598","Temperature, water",2009-07-21,2009,"deg C","Jul",19.53
"2599","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.44
"2600","pH",2009-07-21,2009,"pH","Jul",8.12
"2601","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.34
"2602","pH",2009-07-21,2009,"pH","Jul",7.4
"2603","Temperature, water",2009-07-21,2009,"deg C","Jul",12.13
"2604","pH",2009-07-21,2009,"pH","Jul",6.91
"2605","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.04
"2606","Temperature, water",2009-07-21,2009,"deg C","Jul",18.95
"2607","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.75
"2608","pH",2009-07-21,2009,"pH","Jul",7.26
"2609","Temperature, water",2009-07-21,2009,"deg C","Jul",18.83
"2610","pH",2009-07-21,2009,"pH","Jul",7.15
"2611","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.92
"2612","Temperature, water",2009-07-21,2009,"deg C","Jul",20.43
"2613","Temperature, water",2009-07-21,2009,"deg C","Jul",19.74
"2614","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.19
"2615","Temperature, water",2009-07-21,2009,"deg C","Jul",19.83
"2616","pH",2009-07-21,2009,"pH","Jul",7.93
"2617","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.44
"2618","pH",2009-07-21,2009,"pH","Jul",8.14
"2619","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.31
"2620","Temperature, water",2009-07-21,2009,"deg C","Jul",12.33
"2621","pH",2009-07-21,2009,"pH","Jul",7.41
"2622","Temperature, water",2009-07-21,2009,"deg C","Jul",19.16
"2623","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.05
"2624","pH",2009-07-21,2009,"pH","Jul",6.9
"2625","Temperature, water",2009-07-21,2009,"deg C","Jul",19.1
"2626","pH",2009-07-21,2009,"pH","Jul",7.27
"2627","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.71
"2628","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.93
"2629","pH",2009-07-21,2009,"pH","Jul",7.16
"2630","Temperature, water",2009-07-21,2009,"deg C","Jul",20.66
"2631","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.15
"2632","Temperature, water",2009-07-21,2009,"deg C","Jul",20.03
"2633","pH",2009-07-21,2009,"pH","Jul",7.94
"2634","Temperature, water",2009-07-21,2009,"deg C","Jul",20.1
"2635","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.42
"2636","pH",2009-07-21,2009,"pH","Jul",8.15
"2637","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.2
"2638","Temperature, water",2009-07-21,2009,"deg C","Jul",20.79
"2639","pH",2009-07-21,2009,"pH","Jul",7.83
"2640","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.25
"2641","Temperature, water",2009-07-21,2009,"deg C","Jul",12.37
"2642","pH",2009-07-21,2009,"pH","Jul",7.35
"2643","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.35
"2644","Temperature, water",2009-07-21,2009,"deg C","Jul",12.51
"2645","pH",2009-07-21,2009,"pH","Jul",7.41
"2646","Temperature, water",2009-07-21,2009,"deg C","Jul",19.37
"2647","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8
"2648","pH",2009-07-21,2009,"pH","Jul",6.92
"2649","Temperature, water",2009-07-21,2009,"deg C","Jul",19.38
"2650","pH",2009-07-21,2009,"pH","Jul",7.27
"2651","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.67
"2652","pH",2009-07-21,2009,"pH","Jul",7.18
"2653","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.92
"2654","Temperature, water",2009-07-21,2009,"deg C","Jul",20.89
"2655","Temperature, water",2009-07-21,2009,"deg C","Jul",20.31
"2656","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.12
"2657","pH",2009-07-21,2009,"pH","Jul",7.95
"2658","Temperature, water",2009-07-21,2009,"deg C","Jul",20.38
"2659","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.38
"2660","pH",2009-07-21,2009,"pH","Jul",8.16
"2661","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.21
"2662","Temperature, water",2009-07-21,2009,"deg C","Jul",12.68
"2663","pH",2009-07-21,2009,"pH","Jul",7.42
"2664","pH",2009-07-21,2009,"pH","Jul",6.92
"2665","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",7.95
"2666","Temperature, water",2009-07-21,2009,"deg C","Jul",19.58
"2667","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.62
"2668","pH",2009-07-21,2009,"pH","Jul",7.28
"2669","Temperature, water",2009-07-21,2009,"deg C","Jul",19.64
"2670","pH",2009-07-21,2009,"pH","Jul",7.18
"2671","Temperature, water",2009-07-21,2009,"deg C","Jul",21.1
"2672","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",8.9
"2673","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.09
"2674","Temperature, water",2009-07-21,2009,"deg C","Jul",20.57
"2675","pH",2009-07-21,2009,"pH","Jul",7.96
"2676","Temperature, water",2009-07-21,2009,"deg C","Jul",20.66
"2677","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.32
"2678","pH",2009-07-21,2009,"pH","Jul",8.17
"2679","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.2
"2680","Temperature, water",2009-07-21,2009,"deg C","Jul",12.57
"2681","pH",2009-07-21,2009,"pH","Jul",7.37
"2682","Dissolved Oxygen",2009-07-21,2009,"mg/L","Jul",9.19
"2683","Temperature, water",2009-07-21,2009,"deg C","Jul",19.88
