"","applied_amount","measurement_unit","applied_date","applied_year","practice_code","practice_name","program","land_use","land_unit_id","land_unit_acres","huc12","affiliate_type","land_unit_has_multiple_instances_of_same_practice_code","land_unit_has_multiple_instances_of_same_practice_code_applied_the_same_year","duplicates_id_yr_code","duplicates_id_yr_code_amt","flagged_for_removal"
"1291",97.9,"Ac",2010-10-30,2011,"327","Conservation Cover","CRP","Crop","{27B1A791-D22D-47D4-9063-AE3239734F68}",97.9,"170601100102","NRCS","yes","no",1,1,0
"1292",97.9,"Ac",2015-10-30,2016,"327","Conservation Cover","CRP","Crop","{27B1A791-D22D-47D4-9063-AE3239734F68}",97.9,"170601100102","NRCS","yes","no",1,1,0
"1293",97.9,"Ac",2010-10-30,2011,"472","Access Control","CRP","Crop","{27B1A791-D22D-47D4-9063-AE3239734F68}",97.9,"170601100102","NRCS","no","no",1,1,0
"1294",97.9,"Ac",2010-10-30,2011,"645","Upland Wildlife Habitat Management","CRP","Crop","{27B1A791-D22D-47D4-9063-AE3239734F68}",97.9,"170601100102","NRCS","no","no",1,1,0
"1295",12.1,"Ac",2016-10-30,2017,"327","Conservation Cover","CRP","Crop","{27B6073A-7FC8-405F-92DA-1597E2F46CC6}",12.1,"170601070703","NRCS","yes","yes",1,1,0
"1296",12.1,"Ac",2016-10-30,2017,"472","Access Control","CRP","Crop","{27B6073A-7FC8-405F-92DA-1597E2F46CC6}",12.1,"170601070703","NRCS","no","no",1,1,0
"1297",12.1,"Ac",2016-10-30,2017,"645","Upland Wildlife Habitat Management","CRP","Crop","{27B6073A-7FC8-405F-92DA-1597E2F46CC6}",12.1,"170601070703","NRCS","no","no",1,1,0
"1298",37.5,"Ac",2023-09-15,2023,"590","Nutrient Management","CTA-GENRL","Crop","{27EB2754-00F6-489E-8220-FFDDD36A5ED0}",37.5,"170701020501","NRCS","no","no",1,1,0
"1299",27,"Ac",2010-05-18,2010,"329","Residue and Tillage Management, No Till","CTA-GENRL","Crop","{27FD3AB7-3FB8-4CBF-9CB4-73DAC42B391B}",27,"170601070701","NRCS","no","no",1,1,0
"1300",109.4,"Ac",2010-10-30,2011,"327","Conservation Cover","CRP","Crop","{28162236-EBB3-4BDF-8EA6-9B1943ADB5C2}",109.48,"170701020501","NRCS","yes","no",1,1,0
"1301",109.4,"Ac",2016-10-30,2017,"327","Conservation Cover","CRP","Crop","{28162236-EBB3-4BDF-8EA6-9B1943ADB5C2}",109.48,"170701020501","NRCS","yes","no",1,1,0
"1302",109.4,"Ac",2010-10-30,2011,"472","Access Control","CRP","Crop","{28162236-EBB3-4BDF-8EA6-9B1943ADB5C2}",109.48,"170701020501","NRCS","no","no",1,1,0
"1303",1,"No",2011-10-30,2012,"614","Watering Facility","CRP","Crop","{28162236-EBB3-4BDF-8EA6-9B1943ADB5C2}",109.48,"170701020501","NRCS","no","no",1,1,0
"1304",109.4,"Ac",2010-10-30,2011,"645","Upland Wildlife Habitat Management","CRP","Crop","{28162236-EBB3-4BDF-8EA6-9B1943ADB5C2}",109.48,"170701020501","NRCS","no","no",1,1,0
"1305",80.2,"Ac",2011-05-13,2011,"590","Nutrient Management","EQIP","Crop","{2824984C-BB53-4DD3-998A-55F67656870B}",80.2,"170701020601","NRCS","yes","yes",1,1,0
"1306",80.2,"Ac",2010-10-29,2011,"595","Pest Management Conservation System","EQIP","Crop","{2824984C-BB53-4DD3-998A-55F67656870B}",80.2,"170701020601","NRCS","yes","yes",1,1,0
"1307",15.1,"Ac",2006-08-31,2006,"327","Conservation Cover","CRP","Crop","{28375C9F-79D4-40CD-85E6-978F3A68DD01}",16.3,"170601070608","NRCS","yes","yes",1,1,0
"1308",16.3,"Ac",2017-01-24,2017,"327","Conservation Cover","CTA-GENRL","Crop","{28375C9F-79D4-40CD-85E6-978F3A68DD01}",16.3,"170601070608","NRCS","yes","yes",1,1,0
"1309",15.1,"Ac",2006-08-31,2006,"472","Access Control","CRP","Crop","{28375C9F-79D4-40CD-85E6-978F3A68DD01}",16.3,"170601070608","NRCS","yes","no",1,1,0
"1310",16.3,"Ac",2016-10-30,2017,"472","Access Control","CTA-GENRL","Crop","{28375C9F-79D4-40CD-85E6-978F3A68DD01}",16.3,"170601070608","NRCS","yes","no",1,1,0
"1311",15.1,"Ac",2006-08-31,2006,"595","Pest Management Conservation System","CRP","Crop","{28375C9F-79D4-40CD-85E6-978F3A68DD01}",16.3,"170601070608","NRCS","no","no",1,1,0
"1312",15.1,"Ac",2006-08-31,2006,"645","Upland Wildlife Habitat Management","CRP","Crop","{28375C9F-79D4-40CD-85E6-978F3A68DD01}",16.3,"170601070608","NRCS","no","no",1,1,0
"1313",82.1,"Ac",2004-04-08,2004,"327","Conservation Cover","CRP","Crop","{28499A31-80F1-48BA-A2E4-1E25F6824939}",82.1,"170601070703","NRCS","no","no",1,1,0
"1314",3.1,"Ac",2023-09-15,2023,"345","Residue and Tillage Management, Reduced Till","CTA-GENRL","Crop","{287BA6C7-4AD4-4A9B-A4DD-98E9B1F09430}",3.1,"170701020402","NRCS","no","no",1,1,0
"1315",3.1,"Ac",2023-09-15,2023,"590","Nutrient Management","CTA-GENRL","Crop","{287BA6C7-4AD4-4A9B-A4DD-98E9B1F09430}",3.1,"170701020402","NRCS","no","no",1,1,0
"1316",3.1,"Ac",2021-09-30,2021,"E345A","Reduced tillage to reduce soil erosion","CStwP","Crop","{287BA6C7-4AD4-4A9B-A4DD-98E9B1F09430}",3.1,"170701020402","Other source","yes","no",1,1,0
"1317",3.1,"Ac",2022-09-30,2022,"E345A","Reduced tillage to reduce soil erosion","CStwP","Crop","{287BA6C7-4AD4-4A9B-A4DD-98E9B1F09430}",3.1,"170701020402","Other source","yes","no",1,1,0
"1318",3.1,"Ac",2023-09-30,2023,"E345A","Reduced tillage to reduce soil erosion","CStwP","Crop","{287BA6C7-4AD4-4A9B-A4DD-98E9B1F09430}",3.1,"170701020402","Other source","yes","no",1,1,0
"1319",3.1,"Ac",2021-09-30,2021,"E590B","Reduce risks of nutrient loss to surface water by utilizing precision agriculture technologies","CStwP","Crop","{287BA6C7-4AD4-4A9B-A4DD-98E9B1F09430}",3.1,"170701020402","Other source","yes","no",1,1,0
"1320",3.1,"Ac",2022-09-30,2022,"E590B","Reduce risks of nutrient loss to surface water by utilizing precision agriculture technologies","CStwP","Crop","{287BA6C7-4AD4-4A9B-A4DD-98E9B1F09430}",3.1,"170701020402","Other source","yes","no",1,1,0
"1321",3.1,"Ac",2023-09-30,2023,"E590B","Reduce risks of nutrient loss to surface water by utilizing precision agriculture technologies","CStwP","Crop","{287BA6C7-4AD4-4A9B-A4DD-98E9B1F09430}",3.1,"170701020402","Other source","yes","no",1,1,0
"1322",33.2,"Ac",2011-05-13,2011,"590","Nutrient Management","EQIP","Crop","{28A6C126-1BCB-4093-904A-5079D5B9119D}",33.2,"170701020503","NRCS","yes","yes",1,1,0
"1323",33.2,"Ac",2011-05-13,2011,"595","Pest Management Conservation System","EQIP","Crop","{28A6C126-1BCB-4093-904A-5079D5B9119D}",33.2,"170701020503","NRCS","yes","yes",1,1,0
"1324",0.5,"Ac",2011-10-01,2012,"327","Conservation Cover","CRP","Crop","{28C87094-CC5E-47C0-B9BA-B0333954B1F9}",0.5,"170601070808","NRCS","yes","yes",1,1,0
"1325",0.5,"Ac",2011-10-01,2012,"472","Access Control","CRP","Crop","{28C87094-CC5E-47C0-B9BA-B0333954B1F9}",0.5,"170601070808","NRCS","no","no",1,1,0
"1326",0.5,"Ac",2011-10-01,2012,"645","Upland Wildlife Habitat Management","CRP","Crop","{28C87094-CC5E-47C0-B9BA-B0333954B1F9}",0.5,"170601070808","NRCS","no","no",1,1,0
"1327",170,"Ac",2011-05-03,2011,"345","Residue and Tillage Management, Reduced Till","CTA-GENRL","Crop","{28D1B96E-B1F2-4B2A-8798-5BB4A507B3A6}",170,"170701020307","NRCS","no","no",1,1,0
"1328",19.2,"Ac",2021-09-27,2021,"590","Nutrient Management","CStwP","Crop","{28D994C0-3199-4105-AA91-52B5944F0E7F}",19.2,"170601070805","NRCS","yes","no",1,1,0
"1329",19.2,"Ac",2022-09-15,2022,"590","Nutrient Management","CStwP","Crop","{28D994C0-3199-4105-AA91-52B5944F0E7F}",19.2,"170601070805","NRCS","yes","no",1,1,0
"1330",19.2,"Ac",2023-08-31,2023,"590","Nutrient Management","CStwP","Crop","{28D994C0-3199-4105-AA91-52B5944F0E7F}",19.2,"170601070805","NRCS","yes","no",1,1,0
"1331",19.2,"Ac",2021-09-27,2021,"595","Pest Management Conservation System","CStwP","Crop","{28D994C0-3199-4105-AA91-52B5944F0E7F}",19.2,"170601070805","NRCS","yes","no",1,1,0
"1332",19.2,"Ac",2022-09-15,2022,"595","Pest Management Conservation System","CStwP","Crop","{28D994C0-3199-4105-AA91-52B5944F0E7F}",19.2,"170601070805","NRCS","yes","no",1,1,0
"1333",19.2,"Ac",2023-08-31,2023,"595","Pest Management Conservation System","CStwP","Crop","{28D994C0-3199-4105-AA91-52B5944F0E7F}",19.2,"170601070805","NRCS","yes","no",1,1,0
"1334",19.2,"Ac",2021-09-27,2021,"E329D","No till system to increase soil health and soil organic matter content","CStwP","Crop","{28D994C0-3199-4105-AA91-52B5944F0E7F}",19.2,"170601070805","NRCS","yes","no",1,1,0
"1335",19.2,"Ac",2022-09-15,2022,"E329D","No till system to increase soil health and soil organic matter content","CStwP","Crop","{28D994C0-3199-4105-AA91-52B5944F0E7F}",19.2,"170601070805","NRCS","yes","no",1,1,0
"1336",19.2,"Ac",2023-08-31,2023,"E329D","No till system to increase soil health and soil organic matter content","CStwP","Crop","{28D994C0-3199-4105-AA91-52B5944F0E7F}",19.2,"170601070805","NRCS","yes","no",1,1,0
"1337",19.2,"Ac",2021-09-27,2021,"E590A","Improving nutrient uptake efficiency and reducing risk of nutrient losses","CStwP","Crop","{28D994C0-3199-4105-AA91-52B5944F0E7F}",19.2,"170601070805","NRCS","yes","no",1,1,0
"1338",19.2,"Ac",2022-09-15,2022,"E590A","Improving nutrient uptake efficiency and reducing risk of nutrient losses","CStwP","Crop","{28D994C0-3199-4105-AA91-52B5944F0E7F}",19.2,"170601070805","NRCS","yes","no",1,1,0
"1339",19.2,"Ac",2023-08-31,2023,"E590A","Improving nutrient uptake efficiency and reducing risk of nutrient losses","CStwP","Crop","{28D994C0-3199-4105-AA91-52B5944F0E7F}",19.2,"170601070805","NRCS","yes","no",1,1,0
"1340",19.2,"Ac",2021-09-27,2021,"E595B","Reduce risk of pesticides in water and air by utilizing IPM PAMS techniques","CStwP","Crop","{28D994C0-3199-4105-AA91-52B5944F0E7F}",19.2,"170601070805","NRCS","yes","no",1,1,0
"1341",19.2,"Ac",2022-09-15,2022,"E595B","Reduce risk of pesticides in water and air by utilizing IPM PAMS techniques","CStwP","Crop","{28D994C0-3199-4105-AA91-52B5944F0E7F}",19.2,"170601070805","NRCS","yes","no",1,1,0
"1342",19.2,"Ac",2023-08-31,2023,"E595B","Reduce risk of pesticides in water and air by utilizing IPM PAMS techniques","CStwP","Crop","{28D994C0-3199-4105-AA91-52B5944F0E7F}",19.2,"170601070805","NRCS","yes","no",1,1,0
"1343",50.5,"Ac",2008-10-30,2009,"327","Conservation Cover","CRP","Associated Ag Land","{290BC753-300F-4AF8-A8A9-8EB47DF2172F}",50.5,"170601070607","NRCS","yes","no",1,1,0
"1344",50.5,"Ac",2013-10-30,2014,"327","Conservation Cover","CRP","Associated Ag Land","{290BC753-300F-4AF8-A8A9-8EB47DF2172F}",50.5,"170601070607","NRCS","yes","no",1,1,0
"1345",50.5,"Ac",2008-10-30,2009,"472","Access Control","CRP","Associated Ag Land","{290BC753-300F-4AF8-A8A9-8EB47DF2172F}",50.5,"170601070607","NRCS","no","no",1,1,0
"1346",50.5,"Ac",2008-10-30,2009,"645","Upland Wildlife Habitat Management","CRP","Associated Ag Land","{290BC753-300F-4AF8-A8A9-8EB47DF2172F}",50.5,"170601070607","NRCS","no","no",1,1,0
"1347",20,"Ac",2023-09-01,2023,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CStwP","Crop","{2976EC48-CCA7-42B1-A63C-19BE68B5DE45}",20,"170701020501","NRCS","yes","yes",1,1,0
"1348",20,"Ac",2023-09-01,2023,"WQL05","Apply nutrients no more than 30 days prior to planned planting date","CStwP","Crop","{2976EC48-CCA7-42B1-A63C-19BE68B5DE45}",20,"170701020501","NRCS","yes","yes",1,1,0
"1349",20,"Ac",2023-09-01,2023,"WQL09","Apply phosphorus fertilizer below soil surface","CStwP","Crop","{2976EC48-CCA7-42B1-A63C-19BE68B5DE45}",20,"170701020501","NRCS","yes","yes",1,1,0
"1350",20,"Ac",2023-09-01,2023,"WQL13","High level Integrated Pest Management to reduce pesticide environmental risk","CStwP","Crop","{2976EC48-CCA7-42B1-A63C-19BE68B5DE45}",20,"170701020501","NRCS","yes","yes",1,1,0
"1351",230.1,"Ac",2013-10-30,2014,"327","Conservation Cover","CRP","Crop","{29841F8C-AB25-4607-BA79-9D60E4983C3D}",230.1,"170601070506","NRCS","yes","no",1,1,0
"1352",230.1,"Ac",2015-10-30,2016,"327","Conservation Cover","CRP","Crop","{29841F8C-AB25-4607-BA79-9D60E4983C3D}",230.1,"170601070506","NRCS","yes","no",1,1,0
"1353",230.1,"Ac",2017-01-12,2017,"327","Conservation Cover","CRP","Crop","{29841F8C-AB25-4607-BA79-9D60E4983C3D}",230.1,"170601070506","NRCS","yes","no",1,1,0
"1354",177.1,"Ac",2008-08-27,2008,"329","Residue and Tillage Management, No Till","EQIP","Crop","{29901977-B446-4145-8B70-F58A55590A76}",177.1,"170601070807","NRCS","yes","yes",1,1,0
"1355",177.1,"Ac",2009-08-27,2009,"329","Residue and Tillage Management, No Till","EQIP","Crop","{29901977-B446-4145-8B70-F58A55590A76}",177.1,"170601070807","NRCS","yes","no",1,1,0
"1356",177.1,"Ac",2007-07-06,2007,"595","Pest Management Conservation System","EQIP","Crop","{29901977-B446-4145-8B70-F58A55590A76}",177.1,"170601070807","NRCS","yes","no",1,1,0
"1357",177.1,"Ac",2008-05-21,2008,"595","Pest Management Conservation System","EQIP","Crop","{29901977-B446-4145-8B70-F58A55590A76}",177.1,"170601070807","NRCS","yes","no",1,1,0
"1358",183,"Ac",2008-03-10,2008,"590","Nutrient Management","EQIP","Crop","{29AAFE79-2142-460B-9DE2-39394F37303E}",183,"170601070608","NRCS","no","no",1,1,0
"1359",183,"Ac",2008-03-11,2008,"595","Pest Management Conservation System","EQIP","Crop","{29AAFE79-2142-460B-9DE2-39394F37303E}",183,"170601070608","NRCS","no","no",1,1,0
"1360",20.1,"Ac",2006-08-31,2006,"327","Conservation Cover","CRP","Crop","{29D96405-2CE4-4F46-9FFE-68085C4D2A45}",20.1,"170701020304","NRCS","yes","yes",1,1,0
"1361",20.1,"Ac",2017-01-24,2017,"327","Conservation Cover","CTA-GENRL","Crop","{29D96405-2CE4-4F46-9FFE-68085C4D2A45}",20.1,"170701020304","NRCS","yes","yes",1,1,0
"1362",20.1,"Ac",2006-08-31,2006,"472","Access Control","CRP","Crop","{29D96405-2CE4-4F46-9FFE-68085C4D2A45}",20.1,"170701020304","NRCS","yes","no",1,1,0
"1363",20.1,"Ac",2016-10-30,2017,"472","Access Control","CTA-GENRL","Crop","{29D96405-2CE4-4F46-9FFE-68085C4D2A45}",20.1,"170701020304","NRCS","yes","no",1,1,0
"1364",20.1,"Ac",2006-08-31,2006,"595","Pest Management Conservation System","CRP","Crop","{29D96405-2CE4-4F46-9FFE-68085C4D2A45}",20.1,"170701020304","NRCS","no","no",1,1,0
"1365",199.8,"Ac",2004-04-08,2004,"327","Conservation Cover","CRP","Crop","{2A036C4E-C1A6-435A-B528-6D9D45BC442A}",199.8,"170601070703","NRCS","no","no",1,1,0
"1366",38,"Ac",2023-09-15,2023,"345","Residue and Tillage Management, Reduced Till","CTA-GENRL","Crop","{2A0B32C9-B656-49AF-B846-124AE0FD3A7D}",38,"170601070607","NRCS","no","no",1,1,0
"1367",38,"Ac",2023-09-15,2023,"590","Nutrient Management","CTA-GENRL","Crop","{2A0B32C9-B656-49AF-B846-124AE0FD3A7D}",38,"170601070607","NRCS","no","no",1,1,0
"1368",38,"Ac",2021-09-30,2021,"E345A","Reduced tillage to reduce soil erosion","CStwP","Crop","{2A0B32C9-B656-49AF-B846-124AE0FD3A7D}",38,"170601070607","Other source","yes","no",1,1,0
"1369",38,"Ac",2022-09-30,2022,"E345A","Reduced tillage to reduce soil erosion","CStwP","Crop","{2A0B32C9-B656-49AF-B846-124AE0FD3A7D}",38,"170601070607","Other source","yes","no",1,1,0
"1370",38,"Ac",2023-09-30,2023,"E345A","Reduced tillage to reduce soil erosion","CStwP","Crop","{2A0B32C9-B656-49AF-B846-124AE0FD3A7D}",38,"170601070607","Other source","yes","no",1,1,0
"1371",38,"Ac",2021-09-30,2021,"E590B","Reduce risks of nutrient loss to surface water by utilizing precision agriculture technologies","CStwP","Crop","{2A0B32C9-B656-49AF-B846-124AE0FD3A7D}",38,"170601070607","Other source","yes","no",1,1,0
"1372",38,"Ac",2022-09-30,2022,"E590B","Reduce risks of nutrient loss to surface water by utilizing precision agriculture technologies","CStwP","Crop","{2A0B32C9-B656-49AF-B846-124AE0FD3A7D}",38,"170601070607","Other source","yes","no",1,1,0
"1373",38,"Ac",2023-09-30,2023,"E590B","Reduce risks of nutrient loss to surface water by utilizing precision agriculture technologies","CStwP","Crop","{2A0B32C9-B656-49AF-B846-124AE0FD3A7D}",38,"170601070607","Other source","yes","no",1,1,0
"1374",111.2,"Ac",2012-10-30,2013,"327","Conservation Cover","CRP","Crop","{2A2AEC52-2443-4773-9088-FCAC588A93AD}",111.17,"170701020303","NRCS","yes","no",1,1,0
"1375",111.2,"Ac",2017-02-01,2017,"327","Conservation Cover","CRP","Crop","{2A2AEC52-2443-4773-9088-FCAC588A93AD}",111.17,"170701020303","NRCS","yes","no",1,1,0
"1376",111.1,"Ac",2022-07-05,2022,"327","Conservation Cover","CTA-GENRL","Crop","{2A2AEC52-2443-4773-9088-FCAC588A93AD}",111.17,"170701020303","NRCS","yes","yes",1,1,0
"1377",111.2,"Ac",2012-10-30,2013,"472","Access Control","CRP","Crop","{2A2AEC52-2443-4773-9088-FCAC588A93AD}",111.17,"170701020303","NRCS","yes","no",1,1,0
"1378",111.1,"Ac",2022-07-05,2022,"472","Access Control","CTA-GENRL","Crop","{2A2AEC52-2443-4773-9088-FCAC588A93AD}",111.17,"170701020303","NRCS","yes","yes",1,1,0
"1379",111.2,"Ac",2012-10-30,2013,"645","Upland Wildlife Habitat Management","CRP","Crop","{2A2AEC52-2443-4773-9088-FCAC588A93AD}",111.17,"170701020303","NRCS","no","no",1,1,0
"1380",122.8,"Ac",2015-05-06,2015,"327","Conservation Cover","CRP","Crop","{2A2BBEE1-C943-409E-B7A4-BF113D479E29}",122.8,"170601100102","NRCS","yes","yes",1,1,0
"1381",122.8,"Ac",2011-10-06,2012,"472","Access Control","CRP","Crop","{2A2BBEE1-C943-409E-B7A4-BF113D479E29}",122.8,"170601100102","NRCS","no","no",1,1,0
"1382",122.8,"Ac",2011-10-06,2012,"595","Pest Management Conservation System","CRP","Crop","{2A2BBEE1-C943-409E-B7A4-BF113D479E29}",122.8,"170601100102","NRCS","no","no",1,1,0
"1383",122.8,"Ac",2015-05-06,2015,"645","Upland Wildlife Habitat Management","CRP","Crop","{2A2BBEE1-C943-409E-B7A4-BF113D479E29}",122.8,"170601100102","NRCS","no","no",1,1,0
"1384",1,"Ac",2016-10-30,2017,"327","Conservation Cover","CRP","Crop","{2A3E7C1E-92EB-4F30-86C9-C1C8BB4CAA65}",1,"170601070806","NRCS","yes","yes",1,1,0
"1385",1,"Ac",2016-10-30,2017,"472","Access Control","CRP","Crop","{2A3E7C1E-92EB-4F30-86C9-C1C8BB4CAA65}",1,"170601070806","NRCS","no","no",1,1,0
"1386",77.8,"Ac",2023-09-15,2023,"329","Residue and Tillage Management, No Till","EQIP","Crop","{2A58DCEF-43AB-4D3B-A122-E782A44EA9D2}",77.8,"170601070504","Other source","no","no",1,1,0
"1387",77.8,"Ac",2023-09-15,2023,"590","Nutrient Management","EQIP","Crop","{2A58DCEF-43AB-4D3B-A122-E782A44EA9D2}",77.8,"170601070504","Other source","no","no",1,1,0
"1388",77.8,"Ac",2023-09-15,2023,"595","Pest Management Conservation System","EQIP","Crop","{2A58DCEF-43AB-4D3B-A122-E782A44EA9D2}",77.8,"170601070504","Other source","no","no",1,1,0
"1389",18.3,"Ac",2006-08-02,2006,"327","Conservation Cover","CRP","Crop","{2A8F3417-CC45-4CA6-8802-849209EF5CD3}",18.3,"170601070701","NRCS","no","no",1,1,0
"1390",18.3,"Ac",2006-08-02,2006,"472","Access Control","CRP","Crop","{2A8F3417-CC45-4CA6-8802-849209EF5CD3}",18.3,"170601070701","NRCS","no","no",1,1,0
"1391",18.3,"Ac",2006-08-02,2006,"645","Upland Wildlife Habitat Management","CRP","Crop","{2A8F3417-CC45-4CA6-8802-849209EF5CD3}",18.3,"170601070701","NRCS","no","no",1,1,0
"1392",45.7,"Ac",2022-07-05,2022,"327","Conservation Cover","CTA-GENRL","Crop","{2A9B14F7-0AD6-4636-A5A7-49BA50AB76FE}",45.7,"170601070703","NRCS","yes","yes",1,1,0
"1393",45.7,"Ac",2022-07-05,2022,"472","Access Control","CTA-GENRL","Crop","{2A9B14F7-0AD6-4636-A5A7-49BA50AB76FE}",45.7,"170601070703","NRCS","yes","yes",1,1,0
"1394",1.8,"Ac",2011-09-21,2011,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CStwP","Associated Ag Land","{2AD3E686-CD56-4400-BDF5-C7E2C068C9B0}",1.72,"170701020308","NRCS","no","no",1,1,0
"1395",4.5,"Ac",2012-10-22,2013,"327","Conservation Cover","CRP","Crop","{2B0EB251-7BAF-4783-B5A6-41F1C0AF15F7}",4.5,"170601070504","NRCS","yes","yes",1,1,0
"1396",4.5,"Ac",2012-10-22,2013,"472","Access Control","CRP","Crop","{2B0EB251-7BAF-4783-B5A6-41F1C0AF15F7}",4.5,"170601070504","NRCS","no","no",1,1,0
"1397",58.4,"Ac",2020-09-01,2020,"345","Residue and Tillage Management, Reduced Till","CTA-GENRL","Crop","{2B24CF61-0BBB-4508-9FF7-71F0ECB5054B}",58.4,"170701020308","NRCS","no","no",1,1,0
"1398",58.4,"Ac",2013-09-25,2013,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CSP","Crop","{2B24CF61-0BBB-4508-9FF7-71F0ECB5054B}",58.4,"170701020308","NRCS","yes","no",1,1,0
"1399",58.4,"Ac",2014-08-26,2014,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CSP","Crop","{2B24CF61-0BBB-4508-9FF7-71F0ECB5054B}",58.4,"170701020308","NRCS","yes","no",1,1,0
"1400",58.4,"Ac",2015-10-01,2016,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CSP","Crop","{2B24CF61-0BBB-4508-9FF7-71F0ECB5054B}",58.4,"170701020308","NRCS","yes","yes",1,1,0
"1401",81.4,"Ac",2006-09-18,2006,"329","Residue and Tillage Management, No Till","EQIP","Crop","{2B25733D-3C81-435D-A1D5-8E426A2DE0FA}",81.4,"170601070608","NRCS","yes","no",1,1,0
"1402",81.4,"Ac",2008-10-07,2009,"329","Residue and Tillage Management, No Till","EQIP","Crop","{2B25733D-3C81-435D-A1D5-8E426A2DE0FA}",81.4,"170601070608","NRCS","yes","no",1,1,0
"1403",18.9,"Ac",2023-09-01,2023,"AIR04","Use drift reducing nozzles, low pressures, lower boom height and adjuvants to reduce pesticide drift","CStwP","Crop","{2B2D5E99-3E6E-4789-9B28-6C219CEDA0DE}",18.9,"170701020501","NRCS","yes","yes",1,1,0
"1404",18.9,"Ac",2023-09-01,2023,"WQL05","Apply nutrients no more than 30 days prior to planned planting date","CStwP","Crop","{2B2D5E99-3E6E-4789-9B28-6C219CEDA0DE}",18.9,"170701020501","NRCS","yes","yes",1,1,0
"1405",18.9,"Ac",2023-09-01,2023,"WQL09","Apply phosphorus fertilizer below soil surface","CStwP","Crop","{2B2D5E99-3E6E-4789-9B28-6C219CEDA0DE}",18.9,"170701020501","NRCS","yes","yes",1,1,0
"1406",18.9,"Ac",2023-09-01,2023,"WQL13","High level Integrated Pest Management to reduce pesticide environmental risk","CStwP","Crop","{2B2D5E99-3E6E-4789-9B28-6C219CEDA0DE}",18.9,"170701020501","NRCS","yes","yes",1,1,0
